,Model,Historical data,Forecast,Mean Residual,Test MAPE (Biased),Test MAPE (Unbiased),MAPE zero residuals val,ranking
4,Random Forest Regresssor,5,30,-6.949073210367728e-16,0.05465059591218229,0.05465059591218229,0.04572584355706315,"[Index(['Open', 'High', 'Low', 'Close', 'month', '14_rolling_mean',
       '21_rolling_mean', '30_rolling_mean', '60_rolling_mean', 'timedelta',
       'upper_band', 'lower_band', 'macd', 'macd_signal'],
      dtype='object')]"
5,"SVR, kernel = rbf",5,30,-0.005081516115049727,0.05767342399479697,0.0576795178101614,0.04385510835991712,"[Index(['Open', 'High', 'Low', 'Close', 'month', '14_rolling_mean',
       '21_rolling_mean', '30_rolling_mean', '60_rolling_mean', 'timedelta',
       'upper_band', 'lower_band', 'macd', 'macd_signal'],
      dtype='object')]"
6,"SVR, kernel = linear",5,30,0.047147073543697654,0.061124513570294116,0.0610566646087028,0.05331523419655759,"[Index(['Open', 'High', 'Low', 'Close', 'month', '14_rolling_mean',
       '21_rolling_mean', '30_rolling_mean', '60_rolling_mean', 'timedelta',
       'upper_band', 'lower_band', 'macd', 'macd_signal'],
      dtype='object')]"
0,Naive,5,60,3.4911669416439577,0.06385172942186088,0.07262730211486286,0.04238107308535186,"[Index(['Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume', 'month', 'C-O',
       '7_rolling_mean', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'timedelta',
       'RSI', 'upper_band', 'middle_band', 'lower_band', 'macd', 'macd_signal',
       'macd_hist', 'stochastic_k', 'stochastic_d'],
      dtype='object')]"
1,Linear regression,5,60,1.861497154663851e-14,0.09886120385111916,0.09886120385111899,0.04748460905420972,"[Index(['Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume', 'month', 'C-O',
       '7_rolling_mean', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'timedelta',
       'RSI', 'upper_band', 'middle_band', 'lower_band', 'macd', 'macd_signal',
       'macd_hist', 'stochastic_k', 'stochastic_d'],
      dtype='object')]"
2,Lasso REgularization,5,60,-5.705738405099926e-16,0.0691974748028616,0.0691974748028616,0.0456629692357937,"[Index(['Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume', 'month', 'C-O',
       '7_rolling_mean', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'timedelta',
       'RSI', 'upper_band', 'middle_band', 'lower_band', 'macd', 'macd_signal',
       'macd_hist', 'stochastic_k', 'stochastic_d'],
      dtype='object')]"
3,Ridge Regularization,5,60,-2.246634497008096e-15,0.08883464422502793,0.08883464422502793,0.03700084239950746,"[Index(['Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume', 'month', 'C-O',
       '7_rolling_mean', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'timedelta',
       'RSI', 'upper_band', 'middle_band', 'lower_band', 'macd', 'macd_signal',
       'macd_hist', 'stochastic_k', 'stochastic_d'],
      dtype='object')]"
4,Random Forest Regresssor,5,60,0.04379662664116467,0.08105060835704994,0.08089757819549483,0.05248423036692133,"[Index(['Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume', 'month', 'C-O',
       '7_rolling_mean', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'timedelta',
       'RSI', 'upper_band', 'middle_band', 'lower_band', 'macd', 'macd_signal',
       'macd_hist', 'stochastic_k', 'stochastic_d'],
      dtype='object')]"
5,"SVR, kernel = rbf",5,60,-0.30321411897209316,0.07643581328835004,0.0775259113106122,0.04129110914638321,"[Index(['Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume', 'month', 'C-O',
       '7_rolling_mean', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'timedelta',
       'RSI', 'upper_band', 'middle_band', 'lower_band', 'macd', 'macd_signal',
       'macd_hist', 'stochastic_k', 'stochastic_d'],
      dtype='object')]"
6,"SVR, kernel = linear",5,60,-0.31177860293000503,0.07282492947309027,0.0734232392550311,0.04898565519468865,"[Index(['Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume', 'month', 'C-O',
       '7_rolling_mean', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'timedelta',
       'RSI', 'upper_band', 'middle_band', 'lower_band', 'macd', 'macd_signal',
       'macd_hist', 'stochastic_k', 'stochastic_d'],
      dtype='object')]"
0,Naive,10,5,0.11348281353798868,0.01847369326589717,0.01840503107391843,0.017722086595167795,"[Index(['60_rolling_mean', 'upper_band', 'middle_band', 'lower_band',
       'macd_signal', 'macd_hist'],
      dtype='object')]"
1,Linear regression,10,5,0.009568940155256877,0.018965036212778574,0.018976812622110907,0.019453924062716225,"[Index(['60_rolling_mean', 'upper_band', 'middle_band', 'lower_band',
       'macd_signal', 'macd_hist'],
      dtype='object')]"
2,Lasso REgularization,10,5,-4.138280348049506e-17,0.01840503107391843,0.01840503107391843,0.017722086595167795,"[Index(['60_rolling_mean', 'upper_band', 'middle_band', 'lower_band',
       'macd_signal', 'macd_hist'],
      dtype='object')]"
3,Ridge Regularization,10,5,6.62124855687921e-17,0.018988515163860055,0.018988515163860055,0.019445095773030194,"[Index(['60_rolling_mean', 'upper_band', 'middle_band', 'lower_band',
       'macd_signal', 'macd_hist'],
      dtype='object')]"
4,Random Forest Regresssor,10,5,0.00786654993627985,0.028245879250192455,0.028292602473822533,0.029911203735197803,"[Index(['60_rolling_mean', 'upper_band', 'middle_band', 'lower_band',
       'macd_signal', 'macd_hist'],
      dtype='object')]"
5,"SVR, kernel = rbf",10,5,0.04519757181159557,0.01838181788343374,0.01839818217592057,0.017657510207006614,"[Index(['60_rolling_mean', 'upper_band', 'middle_band', 'lower_band',
       'macd_signal', 'macd_hist'],
      dtype='object')]"
6,"SVR, kernel = linear",10,5,0.05514177974671285,0.018644429136072747,0.018647460170131018,0.018289224927105184,"[Index(['60_rolling_mean', 'upper_band', 'middle_band', 'lower_band',
       'macd_signal', 'macd_hist'],
      dtype='object')]"
0,Naive,10,15,0.34158479567856814,0.03356581664609275,0.03356732509618304,0.03623485172865216,"[Index(['month', '60_rolling_mean', 'middle_band', 'lower_band', 'macd'], dtype='object')]"
1,Linear regression,10,15,1.0737090229263736e-14,0.034016056011227626,0.03401605601122764,0.036069720780934685,"[Index(['month', '60_rolling_mean', 'middle_band', 'lower_band', 'macd'], dtype='object')]"
2,Lasso REgularization,10,15,-9.972529624703161e-17,0.03356732509618304,0.03356732509618304,0.03623485172865216,"[Index(['month', '60_rolling_mean', 'middle_band', 'lower_band', 'macd'], dtype='object')]"
3,Ridge Regularization,10,15,0.0,0.03334475649734088,0.03334475649734088,0.03584916268303868,"[Index(['month', '60_rolling_mean', 'middle_band', 'lower_band', 'macd'], dtype='object')]"
4,Random Forest Regresssor,10,15,0.0018690222388948697,0.04003264921978034,0.040041004108199114,0.04776199235772086,"[Index(['month', '60_rolling_mean', 'middle_band', 'lower_band', 'macd'], dtype='object')]"
5,"SVR, kernel = rbf",10,15,0.02163395977345061,0.03361136292509489,0.0336053249661069,0.036182778953723904,"[Index(['month', '60_rolling_mean', 'middle_band', 'lower_band', 'macd'], dtype='object')]"
6,"SVR, kernel = linear",10,15,-0.06269960599261806,0.033639844166445027,0.03364719308283554,0.03606584166979714,"[Index(['month', '60_rolling_mean', 'middle_band', 'lower_band', 'macd'], dtype='object')]"
0,Naive,10,30,0.695185400304407,0.048072355268542845,0.0476252919983451,0.04661488482029088,"[Index(['Adj Close', 'month', '7_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', 'lower_band', 'macd'],
      dtype='object')]"
1,Linear regression,10,30,1.572478332229533e-15,0.04752749636555887,0.04752749636555887,0.045003675387794,"[Index(['Adj Close', 'month', '7_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', 'lower_band', 'macd'],
      dtype='object')]"
2,Lasso REgularization,10,30,1.0037095737635317e-16,0.0476252919983451,0.0476252919983451,0.04661488482029088,"[Index(['Adj Close', 'month', '7_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', 'lower_band', 'macd'],
      dtype='object')]"
3,Ridge Regularization,10,30,-3.3456985792117723e-16,0.046900357319853564,0.046900357319853564,0.045761925757049564,"[Index(['Adj Close', 'month', '7_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', 'lower_band', 'macd'],
      dtype='object')]"
4,Random Forest Regresssor,10,30,8.364246448029431e-16,0.08925524922653227,0.08925524922653227,0.10756077989582447,"[Index(['Adj Close', 'month', '7_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', 'lower_band', 'macd'],
      dtype='object')]"
5,"SVR, kernel = rbf",10,30,-0.014437395734357466,0.05641016132880195,0.056355773336022735,0.06649939127616931,"[Index(['Adj Close', 'month', '7_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', 'lower_band', 'macd'],
      dtype='object')]"
6,"SVR, kernel = linear",10,30,0.022263626821807558,0.04697813526966449,0.04699944687295776,0.04690605615052678,"[Index(['Adj Close', 'month', '7_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', 'lower_band', 'macd'],
      dtype='object')]"
0,Naive,10,60,1.3989094130614943,0.0597159407133657,0.05996109612261992,0.0501941033510501,"[Index(['Close', 'Adj Close', 'month', '30_rolling_mean', '60_rolling_mean',
       'upper_band', 'lower_band', 'macd'],
      dtype='object')]"
1,Linear regression,10,60,-1.2398504948185777e-14,0.05539448606309389,0.05539448606309388,0.0398907726708971,"[Index(['Close', 'Adj Close', 'month', '30_rolling_mean', '60_rolling_mean',
       'upper_band', 'lower_band', 'macd'],
      dtype='object')]"
2,Lasso REgularization,10,60,6.775139315948512e-17,0.05965862803796336,0.05965862803796336,0.050149841220700105,"[Index(['Close', 'Adj Close', 'month', '30_rolling_mean', '60_rolling_mean',
       'upper_band', 'lower_band', 'macd'],
      dtype='object')]"
3,Ridge Regularization,10,60,-4.065083589569107e-16,0.055213167796110074,0.055213167796110074,0.04037734407390295,"[Index(['Close', 'Adj Close', 'month', '30_rolling_mean', '60_rolling_mean',
       'upper_band', 'lower_band', 'macd'],
      dtype='object')]"
4,Random Forest Regresssor,10,60,-9.485195042327917e-16,0.059697173119631505,0.059697173119631505,0.05503461226726771,"[Index(['Close', 'Adj Close', 'month', '30_rolling_mean', '60_rolling_mean',
       'upper_band', 'lower_band', 'macd'],
      dtype='object')]"
5,"SVR, kernel = rbf",10,60,-0.03236892836499637,0.060138267424943576,0.060153830195132034,0.049400908167234595,"[Index(['Close', 'Adj Close', 'month', '30_rolling_mean', '60_rolling_mean',
       'upper_band', 'lower_band', 'macd'],
      dtype='object')]"
6,"SVR, kernel = linear",10,60,-0.21289603999733525,0.054429029625523144,0.05412701191946354,0.046318642716535414,"[Index(['Close', 'Adj Close', 'month', '30_rolling_mean', '60_rolling_mean',
       'upper_band', 'lower_band', 'macd'],
      dtype='object')]"
0,Naive,15,5,0.07727762603465989,0.018425619579192896,0.018338209618468423,0.01776883678582736,"[Index(['Close', 'Adj Close', 'month', 'H-L', 'C-O', '7_rolling_mean',
       '14_rolling_mean', '21_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', '7_rolling_STD', 'timedelta', 'RSI', 'upper_band',
       'middle_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist',
       'stochastic_k', 'stochastic_d'],
      dtype='object')]"
1,Linear regression,15,5,-3.737394597798601e-15,0.01865102276484656,0.01865102276484656,0.018558550122709308,"[Index(['Close', 'Adj Close', 'month', 'H-L', 'C-O', '7_rolling_mean',
       '14_rolling_mean', '21_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', '7_rolling_STD', 'timedelta', 'RSI', 'upper_band',
       'middle_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist',
       'stochastic_k', 'stochastic_d'],
      dtype='object')]"
2,Lasso REgularization,15,5,2.7360136147866776e-17,0.018338209618468423,0.018338209618468423,0.01776883678582736,"[Index(['Close', 'Adj Close', 'month', 'H-L', 'C-O', '7_rolling_mean',
       '14_rolling_mean', '21_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', '7_rolling_STD', 'timedelta', 'RSI', 'upper_band',
       'middle_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist',
       'stochastic_k', 'stochastic_d'],
      dtype='object')]"
3,Ridge Regularization,15,5,1.6963284411677401e-16,0.01863681990469187,0.01863681990469187,0.018580286615727307,"[Index(['Close', 'Adj Close', 'month', 'H-L', 'C-O', '7_rolling_mean',
       '14_rolling_mean', '21_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', '7_rolling_STD', 'timedelta', 'RSI', 'upper_band',
       'middle_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist',
       'stochastic_k', 'stochastic_d'],
      dtype='object')]"
4,Random Forest Regresssor,15,5,-0.00024255066784713457,0.02323530611482315,0.0232341817603596,0.02285700847798884,"[Index(['Close', 'Adj Close', 'month', 'H-L', 'C-O', '7_rolling_mean',
       '14_rolling_mean', '21_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', '7_rolling_STD', 'timedelta', 'RSI', 'upper_band',
       'middle_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist',
       'stochastic_k', 'stochastic_d'],
      dtype='object')]"
5,"SVR, kernel = rbf",15,5,0.01588889177129025,0.01832080912604405,0.01833683762570721,0.017767110805391888,"[Index(['Close', 'Adj Close', 'month', 'H-L', 'C-O', '7_rolling_mean',
       '14_rolling_mean', '21_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', '7_rolling_STD', 'timedelta', 'RSI', 'upper_band',
       'middle_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist',
       'stochastic_k', 'stochastic_d'],
      dtype='object')]"
6,"SVR, kernel = linear",15,5,0.05865861111901538,0.01846272693168311,0.018542911323587093,0.018376507487586107,"[Index(['Close', 'Adj Close', 'month', 'H-L', 'C-O', '7_rolling_mean',
       '14_rolling_mean', '21_rolling_mean', '30_rolling_mean',
       '60_rolling_mean', '7_rolling_STD', 'timedelta', 'RSI', 'upper_band',
       'middle_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist',
       'stochastic_k', 'stochastic_d'],
      dtype='object')]"
0,Naive,15,15,0.2300154431906446,0.03269562244225565,0.03245360155124223,0.03633602727353167,"[Index(['Adj Close', 'month', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'RSI',
       'upper_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist'],
      dtype='object')]"
1,Linear regression,15,15,-1.8216230754621873e-15,0.03285897053106127,0.03285897053106127,0.03751310213012677,"[Index(['Adj Close', 'month', '14_rolling_mean', '21_rolling_mean',
       '30_rolling_mean', '60_rolling_mean', '7_rolling_STD', 'RSI',
       'upper_band', 'lower_band', 'macd', 'macd_signal', 'macd_hist'],
      dtype='object')]"
